name;rect
Aerocardal;POLYGON((-7881004.92 -3947074.57,-7881004.92 -3947053.2,-7880964.82 -3947053.2,-7880964.82 -3947074.57,-7881004.92 -3947074.57))
Plataforma Papa;POLYGON((-7880968.14 -3947108.95,-7880968.14 -3946927.42,-7880823.78 -3946927.42,-7880823.78 -3947108.95,-7880968.14 -3947108.95))
Plaza Santa Rosa de Chena;POLYGON((-7880966.71 -3970445.52,-7880966.71 -3970331.16,-7880852 -3970331.16,-7880852 -3970445.52,-7880966.71 -3970445.52))
Petrobras;POLYGON((-7880956.14 -3969202.03,-7880956.14 -3969108.57,-7880864.48 -3969108.57,-7880864.48 -3969202.03,-7880956.14 -3969202.03))
Petrobras;POLYGON((-7880937.63 -3969192.18,-7880937.63 -3969139.93,-7880879.41 -3969139.93,-7880879.41 -3969192.18,-7880937.63 -3969192.18))
Arturo Merino Benítez;POLYGON((-7880874.07 -3948531.33,-7880874.07 -3948159.69,-7880550.17 -3948159.69,-7880550.17 -3948531.33,-7880874.07 -3948531.33))
Villa O'higgins;POLYGON((-7880863.56 -3964585.76,-7880863.56 -3964537.09,-7880841.49 -3964537.09,-7880841.49 -3964585.76,-7880863.56 -3964585.76))
Villa O'higgins;POLYGON((-7880844.13 -3964584.68,-7880844.13 -3964535.72,-7880806 -3964535.72,-7880806 -3964584.68,-7880844.13 -3964584.68))
LAN;POLYGON((-7880809.34 -3946989.03,-7880809.34 -3946833.07,-7880660.08 -3946833.07,-7880660.08 -3946989.03,-7880809.34 -3946989.03))
5ta Compañia de Bomberos de Maipú;POLYGON((-7880799.43 -3969171.46,-7880799.43 -3969121.91,-7880752.56 -3969121.91,-7880752.56 -3969171.46,-7880799.43 -3969171.46))
Plaza Villa O´Higgins;POLYGON((-7880788.43 -3964656.85,-7880788.43 -3964598.76,-7880729.17 -3964598.76,-7880729.17 -3964656.85,-7880788.43 -3964656.85))
Plaza Titanic;POLYGON((-7880787.2 -3965453.88,-7880787.2 -3965401.92,-7880671.35 -3965401.92,-7880671.35 -3965453.88,-7880787.2 -3965453.88))
DGAC ABN;POLYGON((-7880783.94 -3947499.39,-7880783.94 -3947476.54,-7880707.41 -3947476.54,-7880707.41 -3947499.39,-7880783.94 -3947499.39))
Plaza Los Levitas;POLYGON((-7880777.65 -3965676.62,-7880777.65 -3965564.95,-7880698.22 -3965564.95,-7880698.22 -3965676.62,-7880777.65 -3965676.62))
Torre de Control;POLYGON((-7880758.4 -3947475.83,-7880758.4 -3947455.3,-7880737.86 -3947455.3,-7880737.86 -3947475.83,-7880758.4 -3947475.83))
LAN;POLYGON((-7880751.41 -3946874.4,-7880751.41 -3946800.42,-7880644.84 -3946800.42,-7880644.84 -3946874.4,-7880751.41 -3946874.4))
El Faro;POLYGON((-7880729.47 -3964654.38,-7880729.47 -3964597.57,-7880699.39 -3964597.57,-7880699.39 -3964654.38,-7880729.47 -3964654.38))
Planta de Tratamiento de Aguas Servidas La Farfana;POLYGON((-7880717.23 -3959606.78,-7880717.23 -3956902.93,-7879151.23 -3956902.93,-7879151.23 -3959606.78,-7880717.23 -3959606.78))
Centro de Atención Municipal;POLYGON((-7880716.43 -3964577.95,-7880716.43 -3964534.93,-7880684.96 -3964534.93,-7880684.96 -3964577.95,-7880716.43 -3964577.95))
Bodenor Flexcenter Parque Logístico;POLYGON((-7880702.28 -3952782.63,-7880702.28 -3951947.5,-7879980.32 -3951947.5,-7879980.32 -3952782.63,-7880702.28 -3952782.63))
Biblioteca Municipal;POLYGON((-7880699.6 -3964577.08,-7880699.6 -3964565.9,-7880685.42 -3964565.9,-7880685.42 -3964577.08,-7880699.6 -3964577.08))
Cancha Futbol;POLYGON((-7880693.12 -3964964.89,-7880693.12 -3964920.31,-7880666.09 -3964920.31,-7880666.09 -3964964.89,-7880693.12 -3964964.89))
Villa O'higgins;POLYGON((-7880689.27 -3964639.51,-7880689.27 -3964599.6,-7880666.19 -3964599.6,-7880666.19 -3964639.51,-7880689.27 -3964639.51))
Liceo  Municipal Nacional De Maipu;POLYGON((-7880665.22 -3964438.83,-7880665.22 -3964255.28,-7880543.54 -3964255.28,-7880543.54 -3964438.83,-7880665.22 -3964438.83))
Liceo  Municipal Nacional De Maipu;POLYGON((-7880664.45 -3964438.83,-7880664.45 -3964408.54,-7880623.64 -3964408.54,-7880623.64 -3964438.83,-7880664.45 -3964438.83))
Liceo  Municipal Nacional De Maipu;POLYGON((-7880659.12 -3964309.93,-7880659.12 -3964256.63,-7880547.67 -3964256.63,-7880547.67 -3964309.93,-7880659.12 -3964309.93))
Terminal Transantiago - Express de Santiago;POLYGON((-7880638.83 -3954062.66,-7880638.83 -3953721.88,-7880187.82 -3953721.88,-7880187.82 -3954062.66,-7880638.83 -3954062.66))
Liceo  Municipal Nacional De Maipu;POLYGON((-7880636.02 -3964304.41,-7880636.02 -3964264,-7880564.7 -3964264,-7880564.7 -3964304.41,-7880636.02 -3964304.41))
Plaza Villa Javiera Carrera;POLYGON((-7880610.64 -3964164.31,-7880610.64 -3964103.05,-7880560.84 -3964103.05,-7880560.84 -3964164.31,-7880610.64 -3964164.31))
Aviasur;POLYGON((-7880599.5 -3947429.88,-7880599.5 -3947363.06,-7880556.92 -3947363.06,-7880556.92 -3947429.88,-7880599.5 -3947429.88))
Aviasur;POLYGON((-7880596.58 -3947498.62,-7880596.58 -3947430.85,-7880553.33 -3947430.85,-7880553.33 -3947498.62,-7880596.58 -3947498.62))
Madre de los Apostoles;POLYGON((-7880586.09 -3964660.82,-7880586.09 -3964587.95,-7880536.11 -3964587.95,-7880536.11 -3964660.82,-7880586.09 -3964660.82))
Petrobras;POLYGON((-7880569.41 -3954195.26,-7880569.41 -3954064.03,-7880340.84 -3954064.03,-7880340.84 -3954195.26,-7880569.41 -3954195.26))
Emanuel;POLYGON((-7880544.19 -3964415.88,-7880544.19 -3964326.42,-7880470.99 -3964326.42,-7880470.99 -3964415.88,-7880544.19 -3964415.88))
Colegio Alcázar de Maipú;POLYGON((-7880538.34 -3969526.26,-7880538.34 -3969400.26,-7880395.32 -3969400.26,-7880395.32 -3969526.26,-7880538.34 -3969526.26))
Locales Comerciales 4 Poniente;POLYGON((-7880493.07 -3965014.89,-7880493.07 -3964980.62,-7880480.53 -3964980.62,-7880480.53 -3965014.89,-7880493.07 -3965014.89))
52° Comisaria de Rinconada de Maipú;POLYGON((-7880465.25 -3963423.45,-7880465.25 -3963327.68,-7880396.63 -3963327.68,-7880396.63 -3963423.45,-7880465.25 -3963423.45))
Plaza Pastor Chavez;POLYGON((-7880459.34 -3965270.25,-7880459.34 -3965238.01,-7880331.31 -3965238.01,-7880331.31 -3965270.25,-7880459.34 -3965270.25))
Plaza Pastor Farel;POLYGON((-7880453.07 -3965416.85,-7880453.07 -3965381.33,-7880327.96 -3965381.33,-7880327.96 -3965416.85,-7880453.07 -3965416.85))
Cancha Santa Ana;POLYGON((-7880431.53 -3964212.38,-7880431.53 -3964171.69,-7880411.2 -3964171.69,-7880411.2 -3964212.38,-7880431.53 -3964212.38))
Cancha Futbol;POLYGON((-7880418.15 -3968928.35,-7880418.15 -3968806.53,-7880283.19 -3968806.53,-7880283.19 -3968928.35,-7880418.15 -3968928.35))
Galería comercial;POLYGON((-7880409.14 -3969577.7,-7880409.14 -3969517.59,-7880350.86 -3969517.59,-7880350.86 -3969577.7,-7880409.14 -3969577.7))
Fast Air;POLYGON((-7880404.53 -3949001.17,-7880404.53 -3948951.28,-7880319.66 -3948951.28,-7880319.66 -3949001.17,-7880404.53 -3949001.17))
Terminal Carga Aerea Internacional;POLYGON((-7880363.57 -3949557.02,-7880363.57 -3949132.29,-7880287.9 -3949132.29,-7880287.9 -3949557.02,-7880363.57 -3949557.02))
Colegio  Polivalente Diego Portales De M;POLYGON((-7880354.86 -3963178.24,-7880354.86 -3963123.89,-7880202.57 -3963123.89,-7880202.57 -3963178.24,-7880354.86 -3963178.24))
Servicio Agrícola y Ganadero (SAG);POLYGON((-7880345.17 -3949980.12,-7880345.17 -3949943.64,-7880271.58 -3949943.64,-7880271.58 -3949980.12,-7880345.17 -3949980.12))
Cuartel Principal Servicio de Seguridad, Salvamento y Extinción de Incendios en Aeronaves;POLYGON((-7880335.19 -3947496.94,-7880335.19 -3947459.85,-7880270 -3947459.85,-7880270 -3947496.94,-7880335.19 -3947496.94))
Terminal Buses Transantiago;POLYGON((-7880252.13 -3967791.16,-7880252.13 -3967513.47,-7879935.63 -3967513.47,-7879935.63 -3967791.16,-7880252.13 -3967791.16))
Escuela Basica Cristiano Los Heroes;POLYGON((-7880212.13 -3963191.5,-7880212.13 -3963123.89,-7880118.58 -3963123.89,-7880118.58 -3963191.5,-7880212.13 -3963191.5))
Sernapesca;POLYGON((-7880185.61 -3949958.5,-7880185.61 -3949937.72,-7880162.77 -3949937.72,-7880162.77 -3949958.5,-7880185.61 -3949958.5))
Plaza Doctor Galvarino Araya;POLYGON((-7880179.27 -3965726.48,-7880179.27 -3965617.56,-7880120.21 -3965617.56,-7880120.21 -3965726.48,-7880179.27 -3965726.48))
Plaza Arturo moya Grau;POLYGON((-7880176.29 -3965047.13,-7880176.29 -3964959.72,-7880133.49 -3964959.72,-7880133.49 -3965047.13,-7880176.29 -3965047.13))
Plaza Las Tacas;POLYGON((-7880123.06 -3965334.51,-7880123.06 -3965238.01,-7880082.93 -3965238.01,-7880082.93 -3965334.51,-7880123.06 -3965334.51))
Parque El Vergel;POLYGON((-7880052.68 -3968254.98,-7880052.68 -3967619.76,-7879298.6 -3967619.76,-7879298.6 -3968254.98,-7880052.68 -3968254.98))
Colegio Jacques Cousteau;POLYGON((-7880005.46 -3964069.27,-7880005.46 -3964001.76,-7879831.89 -3964001.76,-7879831.89 -3964069.27,-7880005.46 -3964069.27))
Colegio Jacques Cousteau;POLYGON((-7880003.41 -3964058.29,-7880003.41 -3964014.02,-7879969.15 -3964014.02,-7879969.15 -3964058.29,-7880003.41 -3964058.29))
Liga de Fútbol Aeropuerto;POLYGON((-7879999.1 -3951640.33,-7879999.1 -3951136.24,-7879492.33 -3951136.24,-7879492.33 -3951640.33,-7879999.1 -3951640.33))
Ekono;POLYGON((-7879980.63 -3964319.41,-7879980.63 -3964252.66,-7879952.11 -3964252.66,-7879952.11 -3964319.41,-7879980.63 -3964319.41))
Salas;POLYGON((-7879974.75 -3964025.06,-7879974.75 -3964005.13,-7879896.2 -3964005.13,-7879896.2 -3964025.06,-7879974.75 -3964025.06))
Canchas Ralún;POLYGON((-7879974.68 -3964005.87,-7879974.68 -3963976.02,-7879875.4 -3963976.02,-7879875.4 -3964005.87,-7879974.68 -3964005.87))
Colegio Jacques Cousteau;POLYGON((-7879970.94 -3964050.74,-7879970.94 -3964025.98,-7879888.9 -3964025.98,-7879888.9 -3964050.74,-7879970.94 -3964050.74))
Ekono;POLYGON((-7879963.78 -3964316.34,-7879963.78 -3964249.58,-7879939.26 -3964249.58,-7879939.26 -3964316.34,-7879963.78 -3964316.34))
Plaza El Eucaliptus;POLYGON((-7879929.67 -3970526.36,-7879929.67 -3970440.36,-7879843.68 -3970440.36,-7879843.68 -3970526.36,-7879929.67 -3970526.36))
Parroquia Maipu;POLYGON((-7879860.4 -3963565.05,-7879860.4 -3963490.41,-7879749.32 -3963490.41,-7879749.32 -3963565.05,-7879860.4 -3963565.05))
Ralun;POLYGON((-7879858.74 -3963999.73,-7879858.74 -3963973.84,-7879830.54 -3963973.84,-7879830.54 -3963999.73,-7879858.74 -3963999.73))
Cancha Fubol;POLYGON((-7879853.28 -3974104.99,-7879853.28 -3974003.47,-7879726.68 -3974003.47,-7879726.68 -3974104.99,-7879853.28 -3974104.99))
Liceo San Luis De Maipu;POLYGON((-7879847.26 -3963493.98,-7879847.26 -3963396.05,-7879740.5 -3963396.05,-7879740.5 -3963493.98,-7879847.26 -3963493.98))
Soler&Palau;POLYGON((-7879795.59 -3954921.13,-7879795.59 -3954854.55,-7879695.02 -3954854.55,-7879695.02 -3954921.13,-7879795.59 -3954921.13))
TMG - Vehículos Especiales;POLYGON((-7879754.87 -3954753.01,-7879754.87 -3954503.33,-7879634.84 -3954503.33,-7879634.84 -3954753.01,-7879754.87 -3954753.01))
Enea;POLYGON((-7879739.93 -3954684.79,-7879739.93 -3950841.39,-7877666.5 -3950841.39,-7877666.5 -3954684.79,-7879739.93 -3954684.79))
Plaza Villa El Arrayán;POLYGON((-7879712.2 -3965281.96,-7879712.2 -3965221.77,-7879648.19 -3965221.77,-7879648.19 -3965281.96,-7879712.2 -3965281.96))
Centro de Eventos El Coliseo;POLYGON((-7879702.45 -3969526.83,-7879702.45 -3969094.17,-7879377.28 -3969094.17,-7879377.28 -3969526.83,-7879702.45 -3969526.83))
FrioChile;POLYGON((-7879687.64 -3954952.86,-7879687.64 -3954882.96,-7879517.86 -3954882.96,-7879517.86 -3954952.86,-7879687.64 -3954952.86))
DIBCO;POLYGON((-7879678.87 -3955155.87,-7879678.87 -3955048.97,-7879565.96 -3955048.97,-7879565.96 -3955155.87,-7879678.87 -3955155.87))
Aerotel;POLYGON((-7879676.11 -3954899.31,-7879676.11 -3954778.11,-7879451.72 -3954778.11,-7879451.72 -3954899.31,-7879676.11 -3954899.31))
Empresas Mar del Sur;POLYGON((-7879654.29 -3954804.85,-7879654.29 -3954620.19,-7879501.01 -3954620.19,-7879501.01 -3954804.85,-7879654.29 -3954804.85))
COTACO;POLYGON((-7879649.17 -3955889.42,-7879649.17 -3955500.12,-7879406.24 -3955500.12,-7879406.24 -3955889.42,-7879649.17 -3955889.42))
Maicao;POLYGON((-7879635.15 -3955385.04,-7879635.15 -3955276.49,-7879506.26 -3955276.49,-7879506.26 -3955385.04,-7879635.15 -3955385.04))
Club Lonquen;POLYGON((-7879623.32 -3968784.84,-7879623.32 -3968531.65,-7879393.23 -3968531.65,-7879393.23 -3968784.84,-7879623.32 -3968784.84))
COPAN;POLYGON((-7879617.89 -3955463.09,-7879617.89 -3955377.01,-7879564.93 -3955377.01,-7879564.93 -3955463.09,-7879617.89 -3955463.09))
SPITEC;POLYGON((-7879583.31 -3955263.19,-7879583.31 -3955155.87,-7879526.27 -3955155.87,-7879526.27 -3955263.19,-7879583.31 -3955263.19))
LUTROMO Group.;POLYGON((-7879574.05 -3955165.15,-7879574.05 -3955058.93,-7879469.93 -3955058.93,-7879469.93 -3955165.15,-7879574.05 -3955165.15))
Plaza El Filodendro;POLYGON((-7879568.18 -3970793.75,-7879568.18 -3970741.09,-7879512.91 -3970741.09,-7879512.91 -3970793.75,-7879568.18 -3970793.75))
HJ;POLYGON((-7879527.36 -3955043.81,-7879527.36 -3954890.25,-7879451.72 -3954890.25,-7879451.72 -3955043.81,-7879527.36 -3955043.81))
Cancha;POLYGON((-7879520.02 -3970405.35,-7879520.02 -3970364.19,-7879479.2 -3970364.19,-7879479.2 -3970405.35,-7879520.02 -3970405.35))
Plaza Poblacion los Heroes;POLYGON((-7879516.55 -3966989.81,-7879516.55 -3966899.18,-7879420.47 -3966899.18,-7879420.47 -3966989.81,-7879516.55 -3966989.81))
APL Logistic Chile;POLYGON((-7879511.98 -3956549.62,-7879511.98 -3956227.22,-7878896.03 -3956227.22,-7878896.03 -3956549.62,-7879511.98 -3956549.62))
GRIDO Helados;POLYGON((-7879486.53 -3955270.87,-7879486.53 -3955165.15,-7879430.36 -3955165.15,-7879430.36 -3955270.87,-7879486.53 -3955270.87))
Acerline;POLYGON((-7879469.62 -3954838.24,-7879469.62 -3954659.19,-7879389.55 -3954659.19,-7879389.55 -3954838.24,-7879469.62 -3954838.24))
Renca;POLYGON((-7879466.37 -3952058.3,-7879466.37 -3945897.9,-7867073.63 -3945897.9,-7867073.63 -3952058.3,-7879466.37 -3952058.3))
EIT Logística S.A.;POLYGON((-7879461.94 -3955058.74,-7879461.94 -3954833.76,-7879305.3 -3954833.76,-7879305.3 -3955058.74,-7879461.94 -3955058.74))
Motorman;POLYGON((-7879449.88 -3951546.65,-7879449.88 -3951384.22,-7879267.75 -3951384.22,-7879267.75 -3951546.65,-7879449.88 -3951546.65))
Cerro Navia;POLYGON((-7879440.57 -3953702.72,-7879440.57 -3950056.28,-7872058.96 -3950056.28,-7872058.96 -3953702.72,-7879440.57 -3953702.72))
TATTERSALL MAQUINARIAS;POLYGON((-7879436 -3951678.59,-7879436 -3951489.61,-7879155.01 -3951489.61,-7879155.01 -3951678.59,-7879436 -3951678.59))
Planta Revisión Técnica;POLYGON((-7879432.86 -3951353.16,-7879432.86 -3951197.01,-7879320.9 -3951197.01,-7879320.9 -3951353.16,-7879432.86 -3951353.16))
Transportes Biocar;POLYGON((-7879432.36 -3955054.62,-7879432.36 -3954958.93,-7879361.24 -3954958.93,-7879361.24 -3955054.62,-7879432.36 -3955054.62))
Hertz;POLYGON((-7879423.27 -3950044.08,-7879423.27 -3949842.84,-7879387.43 -3949842.84,-7879387.43 -3950044.08,-7879423.27 -3950044.08))
LAN Airlines;POLYGON((-7879420.43 -3949602.77,-7879420.43 -3949475.58,-7879351.76 -3949475.58,-7879351.76 -3949602.77,-7879420.43 -3949602.77))
Maestranza Osvaldo Antonio Perez e Hijos;POLYGON((-7879419.66 -3954872.44,-7879419.66 -3954673.93,-7879131.2 -3954673.93,-7879131.2 -3954872.44,-7879419.66 -3954872.44))
Jardín Infantil Rayén Mapu;POLYGON((-7879415.82 -3961786.78,-7879415.82 -3961693.02,-7879385.97 -3961693.02,-7879385.97 -3961786.78,-7879415.82 -3961786.78))
LAN Airlines;POLYGON((-7879413 -3949792.9,-7879413 -3949717.77,-7879366.33 -3949717.77,-7879366.33 -3949792.9,-7879413 -3949792.9))
Colegio Terraustral Del Sol;POLYGON((-7879411.65 -3961926.76,-7879411.65 -3961640.12,-7879185.23 -3961640.12,-7879185.23 -3961926.76,-7879411.65 -3961926.76))
Refax;POLYGON((-7879402.91 -3955918.71,-7879402.91 -3955785.08,-7879142.45 -3955785.08,-7879142.45 -3955918.71,-7879402.91 -3955918.71))
Star Clutch;POLYGON((-7879390.74 -3955810.55,-7879390.74 -3955624.63,-7879124.59 -3955624.63,-7879124.59 -3955810.55,-7879390.74 -3955810.55))
Agrupación Intégrame a Tu Mundo;POLYGON((-7879386.57 -3961776.63,-7879386.57 -3961683.71,-7879355.19 -3961683.71,-7879355.19 -3961776.63,-7879386.57 -3961776.63))
Bombas Chile;POLYGON((-7879373.96 -3955645.07,-7879373.96 -3955567.59,-7879286.94 -3955567.59,-7879286.94 -3955645.07,-7879373.96 -3955645.07))
Venta de Trailers;POLYGON((-7879355.88 -3955560.89,-7879355.88 -3955439.08,-7879273.09 -3955439.08,-7879273.09 -3955560.89,-7879355.88 -3955560.89))
SGS;POLYGON((-7879330.33 -3955293.67,-7879330.33 -3955180.5,-7879219.21 -3955180.5,-7879219.21 -3955293.67,-7879330.33 -3955293.67))
ServiLog;POLYGON((-7879325.98 -3951356.45,-7879325.98 -3951197.01,-7879234.6 -3951197.01,-7879234.6 -3951356.45,-7879325.98 -3951356.45))
Colegio Alicante Del Rosal;POLYGON((-7879321.74 -3960777.46,-7879321.74 -3960550.75,-7879061.98 -3960550.75,-7879061.98 -3960777.46,-7879321.74 -3960777.46))
Aerotrans;POLYGON((-7879319.77 -3955072.19,-7879319.77 -3954922.41,-7879147.74 -3954922.41,-7879147.74 -3955072.19,-7879319.77 -3955072.19))
Plaza El Rosal;POLYGON((-7879319.35 -3961293.27,-7879319.35 -3960714.78,-7879107.39 -3960714.78,-7879107.39 -3961293.27,-7879319.35 -3961293.27))
LIFEGOOD;POLYGON((-7879273.09 -3955452,-7879273.09 -3955313.29,-7879189.06 -3955313.29,-7879189.06 -3955452,-7879273.09 -3955452))
DESIMAT;POLYGON((-7879269.39 -3955194.98,-7879269.39 -3955086.68,-7879166.53 -3955086.68,-7879166.53 -3955194.98,-7879269.39 -3955194.98))
Santa Isabel;POLYGON((-7879256.62 -3962485.85,-7879256.62 -3962376.67,-7879180.04 -3962376.67,-7879180.04 -3962485.85,-7879256.62 -3962485.85))
Comercializadora ANDINA;POLYGON((-7879256.85 -3951998.37,-7879256.85 -3951770.43,-7879089.1 -3951770.43,-7879089.1 -3951998.37,-7879256.85 -3951998.37))
AUTOTATTERSALL;POLYGON((-7879251.03 -3951576.8,-7879251.03 -3951489.01,-7879085.78 -3951489.01,-7879085.78 -3951576.8,-7879251.03 -3951576.8))
Tonnellerie Quintessence;POLYGON((-7879250.73 -3951494.58,-7879250.73 -3951393.77,-7879089.8 -3951393.77,-7879089.8 -3951494.58,-7879250.73 -3951494.58))
Merck;POLYGON((-7879249.54 -3951363.01,-7879249.54 -3951198.21,-7879096.07 -3951198.21,-7879096.07 -3951363.01,-7879249.54 -3951363.01))
INNOVALIM;POLYGON((-7879246.78 -3951822.51,-7879246.78 -3951678.07,-7879089.81 -3951678.07,-7879089.81 -3951822.51,-7879246.78 -3951822.51))
Importadora ALSACIA;POLYGON((-7879244.54 -3952179.21,-7879244.54 -3951936.94,-7878928.49 -3951936.94,-7878928.49 -3952179.21,-7879244.54 -3952179.21))
Santa Isabel;POLYGON((-7879237.31 -3962577.41,-7879237.31 -3962481.45,-7879165.95 -3962481.45,-7879165.95 -3962577.41,-7879237.31 -3962577.41))
INLOG;POLYGON((-7879201.5 -3955459.46,-7879201.5 -3955319.76,-7879117.46 -3955319.76,-7879117.46 -3955459.46,-7879201.5 -3955459.46))
San Felipe Diácono;POLYGON((-7879193.05 -3973221.62,-7879193.05 -3972867.98,-7878825.19 -3972867.98,-7878825.19 -3973221.62,-7879193.05 -3973221.62))
Centro de Estaca El Olimpo;POLYGON((-7879186.61 -3962963.07,-7879186.61 -3962898.57,-7879137.04 -3962898.57,-7879137.04 -3962963.07,-7879186.61 -3962963.07))
Henkel;POLYGON((-7879183.1 -3956249.1,-7879183.1 -3955918.71,-7878922.43 -3955918.71,-7878922.43 -3956249.1,-7879183.1 -3956249.1))
Plasticos Carrillo;POLYGON((-7879183 -3955301.27,-7879183 -3955194.98,-7879130.26 -3955194.98,-7879130.26 -3955301.27,-7879183 -3955301.27))
Motonautica Chile;POLYGON((-7879175.24 -3955203.67,-7879175.24 -3955072.91,-7879075.34 -3955072.91,-7879075.34 -3955203.67,-7879175.24 -3955203.67))
Parque Central Avenida 3 Poniente;POLYGON((-7879169.67 -3962228.37,-7879169.67 -3961858.96,-7879014.91 -3961858.96,-7879014.91 -3962228.37,-7879169.67 -3962228.37))
Chilexpress;POLYGON((-7879151.3 -3951715.98,-7879151.3 -3951454.27,-7878928.58 -3951454.27,-7878928.58 -3951715.98,-7879151.3 -3951715.98))
Parque Central Avenida 3 Poniente;POLYGON((-7879148.92 -3962689.47,-7879148.92 -3962232.09,-7878997.22 -3962232.09,-7878997.22 -3962689.47,-7879148.92 -3962689.47))
Custodia Metropolitana;POLYGON((-7879145.47 -3944623.69,-7879145.47 -3943851.37,-7877936.49 -3943851.37,-7877936.49 -3944623.69,-7879145.47 -3944623.69))
Cancha;POLYGON((-7879142.63 -3963763.98,-7879142.63 -3963728.49,-7879122.95 -3963728.49,-7879122.95 -3963763.98,-7879142.63 -3963763.98))
Transportes Berrios;POLYGON((-7879139.35 -3955305.47,-7879139.35 -3955199.47,-7879083.2 -3955199.47,-7879083.2 -3955305.47,-7879139.35 -3955305.47))
Automotriz Ozzandon;POLYGON((-7879132.12 -3955076.76,-7879132.12 -3955028.01,-7879073.02 -3955028.01,-7879073.02 -3955076.76,-7879132.12 -3955076.76))
Parque Central Avenida 3 Poniente;POLYGON((-7879129.13 -3965124.65,-7879129.13 -3962673.85,-7878953.57 -3962673.85,-7878953.57 -3965124.65,-7879129.13 -3965124.65))
SGS;POLYGON((-7879129.4 -3955463.62,-7879129.4 -3955327.71,-7879057.76 -3955327.71,-7879057.76 -3955463.62,-7879129.4 -3955463.62))
Parque Ferrocarril;POLYGON((-7879128.79 -3967492.37,-7879128.79 -3966625.11,-7878095.26 -3966625.11,-7878095.26 -3967492.37,-7879128.79 -3967492.37))
Soconur;POLYGON((-7879128.56 -3955033.03,-7879128.56 -3954977.64,-7879068.59 -3954977.64,-7879068.59 -3955033.03,-7879128.56 -3955033.03))
Automotriz Ozzandon;POLYGON((-7879125.43 -3954983.2,-7879125.43 -3954950.91,-7879026.7 -3954950.91,-7879026.7 -3954983.2,-7879125.43 -3954983.2))
Planta Cementos Melón;POLYGON((-7879121.05 -3954925.3,-7879121.05 -3954859.42,-7879004.21 -3954859.42,-7879004.21 -3954925.3,-7879121.05 -3954925.3))
ADEL;POLYGON((-7879116.83 -3954869.12,-7879116.83 -3954785.35,-7878992.27 -3954785.35,-7878992.27 -3954869.12,-7879116.83 -3954869.12))
LAYHER CHILE;POLYGON((-7879116.74 -3946268.87,-7879116.74 -3946121.92,-7879006.42 -3946121.92,-7879006.42 -3946268.87,-7879116.74 -3946268.87))
